ID,Lemma,Complement,Precision,URL
19551,Bons,de,,http://hls-dhs-dss.ch/fr/articles/019551/2002-11-20/
16543,Bonstetten,von,,http://hls-dhs-dss.ch/fr/articles/016543/2004-08-11/
19517,Bonvillars,de,,http://hls-dhs-dss.ch/fr/articles/019517/2002-11-20/
25106,Bonvin,,,http://hls-dhs-dss.ch/fr/articles/025106/2017-03-15/
23496,Bonzanigo,,,http://hls-dhs-dss.ch/fr/articles/023496/2002-12-08/
19601,Boppelsen,von,,http://hls-dhs-dss.ch/fr/articles/019601/2003-01-06/
25477,Bordier,,,http://hls-dhs-dss.ch/fr/articles/025477/2003-01-21/
24712,Borella,,,http://hls-dhs-dss.ch/fr/articles/024712/2003-01-31/
25062,Bornhauser,,,http://hls-dhs-dss.ch/fr/articles/025062/2005-11-07/
20434,Borsinger,,,http://hls-dhs-dss.ch/fr/articles/020434/2004-06-07/
24856,Borter,,,http://hls-dhs-dss.ch/fr/articles/024856/2004-08-17/
20171,Bosia,,,http://hls-dhs-dss.ch/fr/articles/020171/2001-06-21/
29825,Boss,,,http://hls-dhs-dss.ch/fr/articles/029825/2004-08-19/
25319,Bossard,,,http://hls-dhs-dss.ch/fr/articles/025319/2005-11-07/
15934,Bosset,,,http://hls-dhs-dss.ch/fr/articles/015934/2003-02-05/
24893,Bossi,,,http://hls-dhs-dss.ch/fr/articles/024893/2004-06-07/
23498,Bossi,,,http://hls-dhs-dss.ch/fr/articles/023498/2003-02-13/
30577,Bossy,,,http://hls-dhs-dss.ch/fr/articles/030577/2016-10-05/
19507,Bourbon,maison de,,http://hls-dhs-dss.ch/fr/articles/019507/2004-06-07/
10032,Bourgknecht,,,http://hls-dhs-dss.ch/fr/articles/010032/2002-12-18/
47795,Bourgogne,de,,http://hls-dhs-dss.ch/fr/articles/047795/2020-05-28/
25478,Bourrit,,,http://hls-dhs-dss.ch/fr/articles/025478/2002-12-18/
24686,Boveri,,,http://hls-dhs-dss.ch/fr/articles/024686/2002-12-12/
24954,Bovet,,,http://hls-dhs-dss.ch/fr/articles/024954/2003-02-05/
25473,Bovy,,,http://hls-dhs-dss.ch/fr/articles/025473/2002-12-19/
22370,Boy de la Tour,,,http://hls-dhs-dss.ch/fr/articles/022370/2010-09-30/
41400,Braillard,,,http://hls-dhs-dss.ch/fr/articles/041400/2004-10-14/
20247,Bramberg,,,http://hls-dhs-dss.ch/fr/articles/020247/2002-12-13/
44785,Branca,,,http://hls-dhs-dss.ch/fr/articles/044785/2003-01-14/
20953,Brand,,,http://hls-dhs-dss.ch/fr/articles/020953/2011-02-10/
23434,Brand,,,http://hls-dhs-dss.ch/fr/articles/023434/2003-01-31/
25320,Brandenberg,,,http://hls-dhs-dss.ch/fr/articles/025320/2004-08-19/
19602,Brandis,von,,http://hls-dhs-dss.ch/fr/articles/019602/2002-12-13/
24955,Breguet,,,http://hls-dhs-dss.ch/fr/articles/024955/2003-02-05/
19603,Bremgarten,von,,http://hls-dhs-dss.ch/fr/articles/019603/2004-09-01/
25063,Brenner,,,http://hls-dhs-dss.ch/fr/articles/025063/2002-12-18/
20435,Brentano,,,http://hls-dhs-dss.ch/fr/articles/020435/2002-12-18/
22773,Breny,,,http://hls-dhs-dss.ch/fr/articles/022773/2002-12-18/
42590,Breton,,,http://hls-dhs-dss.ch/fr/articles/042590/2003-01-09/
19597,Bridel,,,http://hls-dhs-dss.ch/fr/articles/019597/2003-01-09/
22931,Bridler,,,http://hls-dhs-dss.ch/fr/articles/022931/2006-12-21/
25480,Briquet,,,http://hls-dhs-dss.ch/fr/articles/025480/2003-01-20/
22339,Britschgi,,,http://hls-dhs-dss.ch/fr/articles/022339/2004-06-08/
23499,Brocchi,,,http://hls-dhs-dss.ch/fr/articles/023499/2003-04-03/
21005,Brodbeck,,,http://hls-dhs-dss.ch/fr/articles/021005/2004-08-26/
20857,Broger,,,http://hls-dhs-dss.ch/fr/articles/020857/2002-12-30/
24687,Brown,,,http://hls-dhs-dss.ch/fr/articles/024687/2003-01-08/
20954,Bruckner,,,http://hls-dhs-dss.ch/fr/articles/020954/2004-08-26/
20481,Bruel,de,,http://hls-dhs-dss.ch/fr/articles/020481/2004-10-15/
